industry,location,position,skillset,interviewtype,gender,candidatelocation,joblocation,interviewvenue,candidatenativelocation,permission,nomeetings,follow,alternativenumber,printout,clearvenue,callletter,expected attendance,observed attendance,marital status
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,trivandrum,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,vellore,no,na,na,na,na,na,na,no,no,single
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,no,no,yes,yes,yes,uncertain,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,faizabad,na,na,na,na,na,na,na,uncertain,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,no,uncertain,no,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,hyderabad,no,na,na,na,na,na,na,no,no,single
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,yes,uncertain,yes,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,trichy,na,na,na,na,na,na,na,uncertain,no,single
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
electronics,chennai,routine,java developer,scheduled walkin,female,chennai,chennai,chennai,trichy,na,na,na,na,na,na,na,uncertain,yes,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,coimbatore,na,na,na,na,na,na,na,uncertain,no,married
electronics,chennai,routine,java developer,scheduled walkin,male,chennai,chennai,chennai,hyderabad,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,vellore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,hyderabad,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,lending & liability,scheduled walkin,male,chennai,chennai,chennai,kolkata,yes,yes,yes,no,yes,yes,yes,uncertain,no,single
bfsi,chennai,routine,lending & liability,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,lending and liabilities,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,l & l,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,lending & liability,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,lending & liability,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,banking operations,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,banking operations,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,l & l,scheduled walkin,female,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,lending&liablities,scheduled walkin,male,bangalore,bangalore,bangalore,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,lending&liablities,scheduled walkin,male,bangalore,bangalore,bangalore,ambur,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,coimbatore,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,cochin,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,no,no,yes,yes,yes,uncertain,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,allahabad,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,yes,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chandigarh,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,cuttack,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,cochin,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,cuttack,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,tirupati,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,mysore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,java/j2ee/struts/hibernate,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
