a,b,c,a^2 + b^2 - c^2,2ab,C,COS,Degrees
699,106,608,130173,148188,0.88,0.49822648,28.54627456
296,120,237,45847,71040,0.65,0.86929033,49.80666707
485,933,1386,-815282,905010,-0.90,2.692529341,154.2705675
234,677,808,-139779,316836,-0.44,2.02769994,116.1786487
341,682,438,389561,465124,0.84,0.578027047,33.11851023
784,926,603,1108523,1451968,0.76,0.702139061,40.2296048
236,352,569,-144161,166144,-0.87,2.62132683,150.1909641
317,568,647,4504,360112,0.01,1.558288781,89.2833704
928,730,1425,-636541,1354880,-0.47,2.059875896,118.0221952
253,84,224,20889,42504,0.49,1.057031367,60.56343613
480,750,1123,-468229,720000,-0.65,2.278799369,130.5655862
542,342,560,97128,370728,0.26,1.305709959,74.81166993
844,261,684,312601,440568,0.71,0.781949896,44.80242885
95,438,457,-7980,83220,-0.10,1.666834301,95.50257058
316,613,803,-169184,387416,-0.44,2.022721825,115.8934237
166,147,71,44124,48804,0.90,0.441512908,25.29682623
351,338,404,74229,237276,0.31,1.252616557,71.76964205
333,315,56,206978,209790,0.99,0.163914194,9.391591542
877,367,1060,-219782,643718,-0.34,1.919229874,109.9637717
318,650,883,-256065,413400,-0.62,2.238790071,128.2732223
145,164,247,-13088,47560,-0.28,1.849582858,105.9732916
833,861,1105,214185,1434426,0.15,1.420918261,81.41261937
664,739,896,184201,981392,0.19,1.381982839,79.18178402
107,807,715,151473,172698,0.88,0.501010629,28.70579455
689,8,694,-6851,11024,-0.62,2.241404108,128.4229956
952,619,405,1125440,1178576,0.95,0.301422706,17.27024892
706,817,224,1115749,1153604,0.97,0.256887549,14.71857235
575,905,386,1000654,1040750,0.96,0.278481642,15.95582278
621,551,434,500886,684342,0.73,0.749655703,42.95210785
530,108,570,-32336,114480,-0.28,1.857153708,106.4070694
727,189,747,6241,274806,0.02,1.548083807,88.6986685
502,443,139,428932,444772,0.96,0.267683296,15.33712309
778,445,712,296365,692420,0.43,1.128502878,64.65845209
549,274,558,65113,300852,0.22,1.352641374,77.50064192
134,434,368,70888,116312,0.61,0.915411733,52.44922881
807,846,1373,-518164,1365444,-0.38,1.960034722,112.3017173
542,375,559,121908,406500,0.30,1.266211981,72.54860247
274,17,280,-3035,9316,-0.33,1.902636751,109.0130558
415,766,808,106117,635780,0.17,1.403103116,80.39188678
945,505,781,538089,954450,0.56,0.971854678,55.68317134
134,384,345,46387,102912,0.45,1.103197328,63.20855088
156,533,387,158656,166296,0.95,0.304296994,17.4349335
252,771,823,-19384,388584,-0.05,1.620700719,92.85931102
289,843,590,446070,487254,0.92,0.414103659,23.72639193
467,740,790,141589,691160,0.20,1.364478667,78.17886887
600,303,364,319313,363600,0.88,0.498713597,28.57418432
870,172,934,-85872,299280,-0.29,1.861815433,106.6741665
505,81,496,15570,81810,0.19,1.379309219,79.02859688
632,479,804,-17551,605456,-0.03,1.599788457,91.66112668
452,243,243,204304,219672,0.93,0.376271506,21.55876922
670,225,697,13716,301500,0.05,1.525288083,87.39256971
35,709,722,-17378,49630,-0.35,1.928528757,110.4965585
611,599,610,360022,731978,0.49,1.056585234,60.5378746
508,698,543,450419,709168,0.64,0.882610151,50.56983661
68,51,52,4521,6936,0.65,0.860818957,49.32129316
86,488,526,-31136,83936,-0.37,1.950827366,111.7741747
367,789,553,451401,579126,0.78,0.677005517,38.78955881
641,90,608,49317,115380,0.43,1.129147021,64.69535875
866,952,1541,-718421,1648864,-0.44,2.021619537,115.8302673
104,965,1022,-102443,200720,-0.51,2.106420202,120.6889875
640,832,1251,-463177,1064960,-0.43,2.020750553,115.7804781
675,175,721,-33591,236250,-0.14,1.713463939,98.17425204
219,237,439,-88591,103806,-0.85,2.593324603,148.5865547
175,670,764,-104171,234500,-0.44,2.031106495,116.3738299
324,894,593,552563,579312,0.95,0.305068891,17.4791599
1000,74,934,133120,148000,0.90,0.452265314,25.91289369
394,312,206,210144,245856,0.85,0.545738433,31.26850894
994,864,1350,-87968,1717632,-0.05,1.622033438,92.93567021
690,387,656,195533,534060,0.37,1.1959543,68.5231339
98,326,293,30031,63896,0.47,1.081507676,61.96582537
516,844,1064,-153504,871008,-0.18,1.747958814,100.1506628
466,224,683,-199157,208768,-0.95,2.836980175,162.5469906
348,806,663,331171,560976,0.59,0.939306538,53.81830032
554,473,807,-120604,524084,-0.23,1.803000827,103.3043378
174,621,536,128621,216108,0.60,0.933319137,53.4752475
304,236,178,116428,143488,0.81,0.624231031,35.76580355
140,295,352,-17279,82600,-0.21,1.781541723,102.0748217
27,404,420,-12455,21816,-0.57,2.178411675,124.813795
439,547,258,425366,480266,0.89,0.482821793,27.66365102
29,533,513,21761,30914,0.70,0.789894078,45.25759693
600,802,791,377523,962400,0.39,1.167695579,66.90402841
586,98,566,32644,114856,0.28,1.28260693,73.48796384
360,572,661,19863,411840,0.05,1.522547714,87.23555812
928,23,923,9784,42688,0.23,1.339542759,76.75014656
277,16,271,3544,8864,0.40,1.15947642,66.4331053
79,125,176,-9110,19750,-0.46,2.050217659,117.4688189
989,4,989,16,7912,0.00,1.568774081,89.88413384
617,519,142,629886,640446,0.98,0.181846208,10.41902024
323,962,1078,-132311,621452,-0.21,1.785344749,102.2927191
266,695,454,347665,369740,0.94,0.347297732,19.8986943
98,343,265,57028,67228,0.85,0.558072301,31.97518749
232,746,880,-164060,346144,-0.47,2.064584114,118.2919562
953,927,1232,249714,1766862,0.14,1.428989615,81.87507392
175,488,571,-57272,170800,-0.34,1.912737125,109.5917646
755,473,780,185354,714230,0.26,1.308275492,74.95866412
861,707,1512,-1044974,1217454,-0.86,2.602797076,149.1292874
25,112,132,-4255,5600,-0.76,2.433834728,139.448458
242,514,435,133535,248776,0.54,1.004194496,57.53610646
426,539,599,113196,459228,0.25,1.321737497,75.72998018
320,695,466,368269,444800,0.83,0.595366716,34.11200008
552,321,667,-37144,354384,-0.10,1.675802048,96.01638464
681,249,821,-148279,339138,-0.44,2.023305116,115.9268438
55,668,698,-37955,73480,-0.52,2.113595806,121.1001193
959,189,946,60486,362502,0.17,1.403155201,80.394871
646,372,397,398091,480624,0.83,0.594766265,34.07759679
431,854,1146,-398239,736148,-0.54,2.142394443,122.7501596
944,381,1117,-211392,719328,-0.29,1.869073911,107.0900467
3,465,466,-922,2790,-0.33,1.907593545,109.2970592
935,242,833,238900,452540,0.53,1.014659516,58.13570794
959,135,927,78577,258930,0.30,1.262466008,72.33397402
712,540,410,630444,768960,0.82,0.609619748,34.92863865
291,701,547,276873,407982,0.68,0.824886634,47.2625227
75,173,247,-25455,25950,-0.98,2.945959842,168.7910656
450,629,464,382845,566100,0.68,0.828088464,47.44597405
361,717,734,105654,517674,0.20,1.3652585,78.22354997
406,437,83,348916,354844,0.98,0.183044562,10.48768085
209,637,594,96614,266266,0.36,1.199474299,68.72481494
303,388,324,137377,235128,0.58,0.946822544,54.2489357
857,782,381,1200812,1340348,0.90,0.460353079,26.37628853
754,32,733,32251,48256,0.67,0.83883296,48.06158834
683,131,635,80425,178946,0.45,1.104661035,63.29241511
405,869,664,478290,703890,0.68,0.82372171,47.1957775
265,838,1036,-300827,444140,-0.68,2.31491639,132.6349391
140,565,544,42889,158200,0.27,1.296254247,74.26989752
561,287,520,126690,322014,0.39,1.166436713,66.83190071
40,542,536,8068,43360,0.19,1.383635446,79.27647143
179,800,854,-57275,286400,-0.20,1.77213643,101.5359381
652,509,1045,-407840,663736,-0.61,2.23249914,127.9127785
64,595,614,-18875,76160,-0.25,1.821239683,104.3493473
929,908,42,1685741,1687064,1.00,0.039605685,2.26923858
115,542,471,85148,124660,0.68,0.818876972,46.91819446
993,876,281,1674464,1739736,0.96,0.27479198,15.74442072
654,919,1231,-243084,1202052,-0.20,1.774424837,101.6670542
801,46,756,72181,73692,0.98,0.202853235,11.62263422
992,622,1185,-33277,1234048,-0.03,1.597765322,91.54520959
987,482,1160,-139107,951468,-0.15,1.717524752,98.40691948
98,822,834,-10268,161112,-0.06,1.634571612,93.65405469
745,790,639,770804,1177100,0.65,0.856834608,49.09300678
538,658,516,456152,708008,0.64,0.870721121,49.88864537
996,933,419,1686944,1858536,0.91,0.43308932,24.81419021
195,709,718,25182,276510,0.09,1.479599119,84.77478486
785,220,593,312976,345400,0.91,0.436761715,25.02460291
819,542,1061,-161196,887796,-0.18,1.753377799,100.4611477
629,771,537,701713,969918,0.72,0.761971168,43.65773202
263,771,781,53649,405546,0.13,1.438119088,82.3981542
361,369,320,164082,266418,0.62,0.907291572,51.98397787
367,992,1087,-62816,728128,-0.09,1.657174246,94.94909019
588,506,1033,-465309,595056,-0.78,2.468597712,141.4402302
342,466,218,286596,318744,0.90,0.45299206,25.95453317
407,518,898,-372431,421652,-0.88,2.653579751,152.0389203
506,719,333,662108,727628,0.91,0.42762323,24.50100629
659,646,790,227497,851428,0.27,1.300315677,74.50260031
623,429,237,516001,534534,0.97,0.264096742,15.1316287
122,44,131,-341,10736,-0.03,1.602563965,91.82015158
678,679,380,776325,920724,0.84,0.567647767,32.5238213
536,686,914,-77504,735392,-0.11,1.676383822,96.04971784
869,502,958,89401,872476,0.10,1.468148012,84.11868477
540,328,573,70855,354240,0.20,1.369418238,78.46188542
609,280,807,-201968,341040,-0.59,2.204597637,126.3141401
735,433,924,-126062,636510,-0.20,1.770166355,101.4230611
414,677,539,339204,560556,0.61,0.920878948,52.76247717
66,290,278,11172,38280,0.29,1.274636342,73.03128284
615,607,776,144498,746610,0.19,1.376028461,78.84062329
597,152,505,124488,181488,0.69,0.814915824,46.69123736
340,148,342,20540,100640,0.20,1.365258394,78.22354391
871,826,162,1414673,1438892,0.98,0.18373422,10.52719537
886,421,747,404228,746012,0.54,0.99815741,57.19020689
755,503,667,378145,759530,0.50,1.049658664,60.14101135
801,901,1165,96177,1443402,0.07,1.504114757,86.17942748
917,797,1205,24073,1461698,0.02,1.55432638,89.05634156
807,446,585,507940,719844,0.71,0.787491377,45.1199323
908,96,969,-105281,174336,-0.60,2.219177727,127.1495177
853,339,541,549849,578334,0.95,0.315161102,18.05740102
481,105,394,87150,101010,0.86,0.53004195,30.36916668
149,427,457,-4319,127246,-0.03,1.604744975,91.94511428
929,378,719,488964,702324,0.70,0.800694152,45.87639558
655,319,548,230482,417890,0.55,0.986590033,56.52744501
85,827,750,128654,140590,0.92,0.415038871,23.77997566
690,922,651,902383,1272360,0.71,0.782405315,44.8285224
667,534,1060,-393555,712356,-0.55,2.156120418,123.5366001
97,367,302,52894,71198,0.74,0.733382994,42.0197503
842,903,1354,-308943,1520652,-0.20,1.775385406,101.7220908
892,769,619,1003864,1371896,0.73,0.749932662,42.96797648
179,343,330,40790,122794,0.33,1.232179952,70.59871085
552,522,316,477332,576288,0.83,0.594752418,34.07680341
280,217,298,36685,121520,0.30,1.264127603,72.42917642
237,665,808,-154470,315210,-0.49,2.082948313,119.3441473
584,352,569,141199,411136,0.34,1.220223089,69.91363305
351,694,405,440812,487188,0.90,0.439865788,25.20245321
28,327,307,13464,18312,0.74,0.744752659,42.67118414
78,477,507,-23436,74412,-0.31,1.891199458,108.3577472
499,374,515,123652,373252,0.33,1.233133411,70.65334001
829,142,803,62596,235436,0.27,1.301687257,74.58118605
445,533,184,448258,474370,0.94,0.333341236,19.09904597
288,540,539,84023,311040,0.27,1.297262385,74.32765961
645,394,565,252036,508260,0.50,1.051948349,60.27220066
223,849,873,8401,378654,0.02,1.548608025,88.72870393
58,969,912,110581,112404,0.98,0.180345853,10.33305626
866,23,886,-34511,39836,-0.87,2.618597267,150.0345716
909,884,531,1325776,1607112,0.82,0.600694755,34.41727421
531,672,760,155945,713664,0.22,1.350505743,77.37827928
695,508,890,-51011,706120,-0.07,1.643100572,94.14272811
253,633,534,179542,320298,0.56,0.975750457,55.90638305
784,965,1724,-1426295,1513120,-0.94,2.801184769,160.4960649
624,199,588,83233,248352,0.34,1.229041179,70.41887242
798,230,618,307780,367080,0.84,0.576354639,33.02268833
192,866,966,-146336,332544,-0.44,2.026450723,116.1070738
440,661,657,198872,581680,0.34,1.221866362,70.00778567
229,40,225,3416,18320,0.19,1.383235678,79.25356643
741,281,658,195078,416442,0.47,1.083272337,62.06693297
60,1,60,1,120,0.01,1.562462897,89.52252964
154,362,374,14884,111496,0.13,1.436903047,82.32848016
729,365,509,405585,532170,0.76,0.704192979,40.34728568
179,783,883,-134559,280314,-0.48,2.07148471,118.6873312
972,102,1039,-124333,198288,-0.63,2.248534134,128.831516
400,937,724,513793,749600,0.69,0.815612007,46.7311257
675,929,1393,-621783,1254150,-0.50,2.089529553,119.7212246
604,871,781,513496,1052168,0.49,1.060958011,60.7884163
133,339,372,-5774,90174,-0.06,1.634871924,93.67126131
873,20,881,-13632,34920,-0.39,1.971838469,112.9780221
654,491,723,146068,642228,0.23,1.34134889,76.85363026
761,1000,1527,-752608,1522000,-0.49,2.088039934,119.6358756
509,675,434,526350,687150,0.77,0.698216459,40.00485632
521,722,674,338449,752324,0.45,1.104175063,63.26457095
457,226,327,152996,206564,0.74,0.736727553,42.21137944
114,942,1012,-123784,214776,-0.58,2.185039255,125.1935274
355,816,811,134160,579360,0.23,1.337109335,76.61072165
179,173,317,-38519,61934,-0.62,2.242009262,128.4576683
24,822,832,-15964,39456,-0.40,1.987340553,113.8662261
84,245,294,-19355,41160,-0.47,2.06035687,118.0497529
55,352,329,18688,38720,0.48,1.067124503,61.14173023
510,524,648,114772,534480,0.21,1.354374997,77.59997121
170,379,251,109540,128860,0.85,0.554678434,31.78073327
361,323,631,-163511,233206,-0.70,2.347797078,134.5188637
936,111,1037,-186952,207792,-0.90,2.689895035,154.1196328
354,586,550,166212,414888,0.40,1.158604038,66.3831215
477,199,633,-133559,189846,-0.70,2.351123988,134.7094816
890,981,104,1743645,1746180,1.00,0.053890477,3.087696898
7,591,585,7105,8274,0.86,0.538041358,30.827499
526,81,537,-5132,85212,-0.06,1.631059054,93.45279995
112,450,482,-17280,100800,-0.17,1.743075851,99.87088961
657,993,1198,-17506,1304802,-0.01,1.584213324,90.76873733
109,106,15,22892,23108,0.99,0.136835748,7.840110825
235,432,616,-137607,203040,-0.68,2.315472116,132.6667798
818,569,608,623221,930884,0.67,0.837269304,47.97199745
79,138,203,-15924,21804,-0.73,2.389593506,136.9136226
7,488,494,-5843,6832,-0.86,2.596810193,148.7862642
393,440,458,138285,345840,0.40,1.159440375,66.43104007
567,681,1038,-292194,772254,-0.38,1.958825832,112.2324529
875,766,900,542381,1340500,0.40,1.154242948,66.13324943
58,795,753,68380,92220,0.74,0.735511357,42.14169657
130,397,345,55484,103220,0.54,1.003289361,57.48424601
37,700,666,47813,51800,0.92,0.394910794,22.62672176
554,428,943,-399149,474224,-0.84,2.571199474,147.3188781
952,753,412,1303569,1433712,0.91,0.429373984,24.60131713
992,979,890,1150405,1942336,0.59,0.936911823,53.68109326
779,317,946,-187586,493886,-0.38,1.960394136,112.3223102
61,519,487,35913,63318,0.57,0.967712852,55.44586219
956,930,747,1220827,1778160,0.69,0.814038787,46.64098688
239,83,209,20329,39674,0.51,1.032817845,59.17610352
153,812,802,39549,248472,0.16,1.410947624,80.84134398
637,659,545,543025,839566,0.65,0.867425059,49.69979491
77,449,391,54649,69146,0.79,0.659429029,37.78250026
45,391,351,31705,35190,0.90,0.448805137,25.71464019
374,688,650,190720,514624,0.37,1.191140666,68.24733298
179,964,1102,-253067,345112,-0.73,2.393943808,137.1628766
718,456,1002,-280544,654816,-0.43,2.01355284,115.3680796
847,148,705,242288,250712,0.97,0.259962206,14.89473721
986,426,690,677572,840072,0.81,0.632479572,36.23841008
579,468,701,62864,541944,0.12,1.454537384,83.33885322
779,222,893,-141324,345876,-0.41,1.991713016,114.1167498
672,8,668,5424,10752,0.50,1.042034921,59.70420309
496,174,451,72891,172608,0.42,1.13482383,65.02061595
912,260,1002,-104660,474240,-0.22,1.793318128,102.7495601
724,103,816,-131071,149144,-0.88,2.644183661,151.500564
647,723,567,619849,935562,0.66,0.846589061,48.50598018
263,953,1214,-496418,501278,-0.99,3.00223035,172.0151282
857,620,287,1036480,1062680,0.98,0.222515738,12.74921264
319,481,745,-221903,306878,-0.72,2.379073813,136.3108886
606,524,237,585643,635088,0.92,0.397208028,22.75834361
162,979,993,-1364,317196,0.00,1.57509652,90.24638294
300,214,313,37827,128400,0.29,1.271756477,72.86627872
745,92,719,46528,137080,0.34,1.224493726,70.15832257
612,392,849,-192593,479808,-0.40,1.983836814,113.6654767
527,257,318,242654,270878,0.90,0.460556072,26.38791917
845,759,864,543610,1282710,0.42,1.133161863,64.92539225
345,524,277,316872,361560,0.88,0.502456395,28.78863083
607,300,798,-178355,364200,-0.49,2.082561681,119.3219949
539,264,575,29592,284592,0.10,1.466627603,84.03157174
963,774,1484,-675811,1490724,-0.45,2.04130994,116.9584442
617,216,727,-101184,266544,-0.38,1.960176029,112.3098135
990,363,838,409625,718740,0.57,0.96438665,55.25528487
948,445,568,774105,843720,0.92,0.409071843,23.43809014
629,972,1437,-724544,1222776,-0.59,2.205004998,126.3374802
113,608,513,119264,137408,0.87,0.519726012,29.77810697
38,38,10,2788,2888,0.97,0.263923215,15.12168635
675,226,631,108540,305100,0.36,1.207077516,69.16044722
737,331,580,316330,487894,0.65,0.865370553,49.5820804
182,742,634,181732,270088,0.67,0.832725291,47.7116447
125,259,176,51730,64750,0.80,0.645300752,36.97300963
704,67,737,-43064,94336,-0.46,2.044849155,117.1612263
770,86,851,-123905,132440,-0.94,2.780625615,159.3181121
957,573,1470,-916722,1096722,-0.84,2.560520389,146.7070116
142,3,143,-276,852,-0.32,1.900691295,108.9015894
743,930,403,1254540,1381980,0.91,0.432824955,24.79904318
943,243,1181,-446463,458298,-0.97,2.913839605,166.9507115
194,606,481,173511,235128,0.74,0.740779484,42.443538
149,216,79,62616,64368,0.97,0.233849833,13.39860847
229,807,864,-42806,369606,-0.12,1.68687203,96.65064788
350,644,979,-421205,450800,-0.93,2.777227117,159.1233925
481,101,570,-83338,97162,-0.86,2.60161886,149.0617806
973,703,1489,-776183,1368038,-0.57,2.174104186,124.5669941
211,10,218,-2903,4220,-0.69,2.329408303,133.4652645
525,446,442,279177,468300,0.60,0.932099202,53.40535038
959,466,857,402388,893788,0.45,1.103801201,63.24315025
572,368,647,43999,420992,0.10,1.466092447,84.00090959
193,392,272,116929,151312,0.77,0.687606231,39.39693502
125,507,498,24670,126750,0.19,1.374910896,78.77659156
517,577,933,-270271,596618,-0.45,2.040929602,116.9366525
737,501,975,-156455,738474,-0.21,1.784276728,102.231526
834,344,1171,-557349,573792,-0.97,2.901614949,166.2502903
154,228,201,35299,70224,0.50,1.044119952,59.82366654
984,883,1272,129961,1737744,0.07,1.49593924,85.71100484
525,836,492,732457,877800,0.83,0.583710309,33.44413716
685,853,431,1011073,1168610,0.87,0.525261518,30.09526811
105,290,309,-356,60900,-0.01,1.576642009,90.3349329
945,411,646,644630,776790,0.83,0.59193256,33.91523743
416,436,627,-29977,362752,-0.08,1.653528397,94.74019847
481,147,348,131866,141414,0.93,0.369572274,21.17493155
491,644,851,-68384,632408,-0.11,1.679140895,96.20768648
891,398,591,603004,709236,0.85,0.554400312,31.76479803
951,636,1238,-223747,1209672,-0.18,1.75683259,100.6590927
84,874,898,-35472,146832,-0.24,1.814792359,103.9799429
513,88,520,513,90288,0.01,1.565114478,89.67445405
191,250,352,-24923,95500,-0.26,1.834827173,105.1278531
886,432,877,202491,765504,0.26,1.303090327,74.66157609
609,587,1040,-366150,714966,-0.51,2.108450165,120.8052957
222,579,718,-130999,257076,-0.51,2.105484831,120.6353946
919,934,1802,-1530287,1716692,-0.89,2.671256869,153.0517446
724,503,358,649021,728344,0.89,0.471052135,26.98929924
168,171,13,57296,57456,1.00,0.074646273,4.27691641
308,316,468,-24304,194656,-0.12,1.695979179,97.17244908
178,616,767,-177149,219296,-0.81,2.511219672,143.8822886
297,732,934,-248323,434808,-0.57,2.178653213,124.8276341
460,369,497,100752,339480,0.30,1.269473895,72.73549636
612,323,485,243648,395352,0.62,0.906784543,51.95492726
632,567,1009,-297168,716688,-0.41,1.998344231,114.4966905
267,568,571,67872,303312,0.22,1.345115903,77.06946418
237,718,867,-179996,340332,-0.53,2.128080874,121.9300525
426,48,442,-11584,40896,-0.28,1.857982835,106.4545749
60,294,247,29027,35280,0.82,0.60454505,34.63787987
2,363,364,-723,1452,-0.50,2.092010996,119.8634008
760,543,1275,-753176,825360,-0.91,2.720254326,155.8590921
359,4,361,-1424,2872,-0.50,2.089577131,119.7239506
294,696,861,-170469,409248,-0.42,2.000434677,114.6164642
346,985,1067,-48548,681620,-0.07,1.64208112,94.08431779
237,74,298,-27159,35076,-0.77,2.456388886,140.740716
412,635,444,375833,523240,0.72,0.769468836,44.08731677
370,50,401,-21401,37000,-0.58,2.187568899,125.3384653
596,663,872,34401,790296,0.04,1.527253309,87.50516883
362,262,223,149959,189688,0.79,0.659079826,37.7624924
981,506,1398,-736007,992772,-0.74,2.405899254,137.8478732
428,882,546,662992,754992,0.88,0.498826833,28.58067223
334,993,1232,-420219,663324,-0.63,2.256871,129.3091832
297,63,253,28169,37422,0.75,0.718583443,41.17179851
953,969,561,1532449,1846914,0.83,0.592163769,33.92848472
363,890,956,9933,646140,0.02,1.555422892,89.11916706
804,801,864,541521,1288008,0.42,1.136873889,65.1380757
417,173,350,81318,144282,0.56,0.972053294,55.69455122
822,636,229,1027739,1045584,0.98,0.185017764,10.60073699
17,243,259,-7743,8262,-0.94,2.785259546,159.5836168
475,429,772,-186318,407550,-0.46,2.045602412,117.2043848
497,596,294,515789,592424,0.87,0.514291154,29.46671256
639,313,638,99246,400014,0.25,1.320071367,75.63451801
405,392,549,16288,317520,0.05,1.519476246,87.05957598
525,747,847,116225,784350,0.15,1.422068603,81.47852915
528,246,337,225731,259776,0.87,0.517730157,29.6637529
763,10,762,1625,15260,0.11,1.464106489,83.8871226
222,907,802,228729,402708,0.57,0.966750153,55.3907036
287,473,484,71842,271502,0.26,1.302997393,74.65625133
995,212,929,171928,421880,0.41,1.151050664,65.95034507
735,342,954,-252927,502740,-0.50,2.09797495,120.2051101
100,647,730,-104291,129400,-0.81,2.508088789,143.7029022
177,494,487,38196,174876,0.22,1.350603681,77.38389071
997,447,1035,122593,891318,0.14,1.432817675,82.09440562
244,771,777,50248,376248,0.13,1.436845902,82.325206
890,125,934,-64631,222500,-0.29,1.865520999,106.8864798
613,615,1203,-693215,753990,-0.92,2.737337137,156.837865
663,957,1282,-288106,1268982,-0.23,1.799830583,103.1226963
769,455,496,552370,699790,0.79,0.661068279,37.87642235
485,37,507,-20455,35890,-0.57,2.177224188,124.7457571
816,291,1080,-415863,474912,-0.88,2.637603911,151.1235721
239,566,666,-66079,270548,-0.24,1.817533565,104.1370024
592,381,705,-1400,451104,0.00,1.573899829,90.17781758
104,858,863,2211,178464,0.01,1.558406957,89.29014138
358,254,480,-37720,181864,-0.21,1.779720649,101.9704819
983,226,1005,7340,444316,0.02,1.554275801,89.0534436
671,405,976,-338310,543510,-0.62,2.242670673,128.4955644
984,550,1041,187075,1082400,0.17,1.397090568,80.04739316
622,683,1285,-797852,849652,-0.94,2.790605793,159.8899342
644,722,665,493795,929936,0.53,1.011017367,57.92702815
975,864,474,1472445,1684800,0.87,0.507508002,29.07806657
990,164,1108,-220668,324720,-0.68,2.317964389,132.8095765
840,958,604,1258548,1609440,0.78,0.672962072,38.55788649
837,648,837,419904,1084752,0.39,1.173315525,67.2260276
595,84,522,88597,99960,0.89,0.481449743,27.58503832
891,420,769,378920,748440,0.51,1.039931039,59.58365951
577,798,1201,-472668,920892,-0.51,2.109789206,120.8820172
316,776,954,-208084,490432,-0.42,2.008970857,115.1055512
979,464,665,731512,908512,0.81,0.634824248,36.37275016
433,596,577,209776,516136,0.41,1.15224691,66.01888489
374,463,815,-309980,346324,-0.90,2.67935714,153.5158559
761,152,791,-23456,231344,-0.10,1.672360987,95.8192264
449,435,819,-279935,390630,-0.72,2.369746719,135.7764855
626,433,319,477604,542116,0.88,0.492825387,28.2368147
433,821,550,559030,710986,0.79,0.666040559,38.16131303
790,775,326,1118449,1224500,0.91,0.419255156,24.02155096
893,849,1546,-871866,1516314,-0.57,2.183388746,125.0989602
341,49,368,-16742,33418,-0.50,2.095535735,120.0653535
406,236,341,104251,191632,0.54,0.995579596,57.04250901
648,274,546,196864,355104,0.55,0.983173614,56.33169863
231,277,152,106986,127974,0.84,0.580847431,33.28010634
540,898,1002,94000,969840,0.10,1.473720727,84.43797782
215,565,655,-63575,242950,-0.26,1.835558108,105.1697327
727,754,882,319121,1096316,0.29,1.27543571,73.07708325
618,195,554,113033,241020,0.47,1.082663412,62.03204414
121,346,377,-7772,83732,-0.09,1.663750078,95.32585763
478,571,98,544921,545876,1.00,0.059160661,3.389656203
983,56,1006,-42611,110096,-0.39,1.96821008,112.7701308
209,163,344,-48086,68134,-0.71,2.354286446,134.8906771
661,380,596,226105,502360,0.45,1.103935136,63.25082417
130,585,686,-111471,152100,-0.73,2.393341285,137.1283546
164,168,203,13911,55104,0.25,1.315584983,75.3774671
560,391,519,197120,437920,0.45,1.103887788,63.24811128
115,488,506,-4667,112240,-0.04,1.61238886,92.38307659
362,202,550,-130652,146248,-0.89,2.675562674,153.2984491
607,762,1325,-806532,925068,-0.87,2.629788606,150.6757881
871,49,827,77113,85358,0.90,0.443146828,25.39044293
293,498,290,249753,291828,0.86,0.543657284,31.14926789
430,562,296,413128,483320,0.85,0.545686556,31.26553661
331,458,772,-276659,303196,-0.91,2.720091396,155.8497569
226,52,178,22096,23504,0.94,0.347886576,19.93243255
978,947,1194,427657,1852332,0.23,1.337819527,76.65141267
554,28,568,-14924,31024,-0.48,2.072644828,118.7538011
877,814,70,1426825,1427756,1.00,0.036114902,2.069231475
259,202,235,52660,104636,0.50,1.043419313,59.78352291
984,769,1038,482173,1513392,0.32,1.246539775,71.42146809
491,326,196,308941,320132,0.97,0.265190671,15.19430619
428,953,1035,20168,815768,0.02,1.546071092,88.58334842
821,5,824,-4910,8210,-0.60,2.211863601,126.7304492
176,863,827,91816,303776,0.30,1.263745176,72.40726499
47,806,812,-7499,75764,-0.10,1.669937061,95.68034564
621,448,1055,-526680,556416,-0.95,2.813187599,161.1837764
51,262,225,20620,26724,0.77,0.689457726,39.50301785
10,1000,996,8084,20000,0.40,1.154692297,66.15899526
351,515,397,230817,361530,0.64,0.878320186,50.32403974
825,814,716,830565,1343100,0.62,0.904098853,51.80104853
403,274,283,157396,220844,0.71,0.777453433,44.54480049
519,975,1309,-493495,1012050,-0.49,2.080157012,119.1842175
623,30,625,-1596,37380,-0.04,1.613505939,92.44708054
787,225,626,278118,354150,0.79,0.66759752,38.25052031
852,63,839,25952,107352,0.24,1.326630707,76.01034049
577,32,605,-32072,36928,-0.87,2.622966236,150.2848951
489,465,187,420377,454770,0.92,0.391408205,22.4260382
428,350,640,-103916,299600,-0.35,1.925005917,110.2947146
482,678,991,-290073,653592,-0.44,2.03064619,116.3474564
324,238,471,-60221,154224,-0.39,1.971946525,112.9842133
100,277,198,47525,55400,0.86,0.539721207,30.92374727
994,359,771,522476,713692,0.73,0.749433499,42.9393765
284,842,589,442699,478256,0.93,0.388039111,22.23300335
250,130,218,31876,65000,0.49,1.058247653,60.6331242
213,501,637,-109399,213426,-0.51,2.108989193,120.8361798
200,730,742,22336,292000,0.08,1.494228383,85.61297997
79,663,732,-90014,104754,-0.86,2.604675065,149.2368882
881,275,1033,-215303,484550,-0.44,2.031229244,116.3808629
119,767,812,-56894,182546,-0.31,1.887745752,108.1598644
314,501,790,-274503,314628,-0.87,2.63102743,150.7467675
231,106,152,41493,48972,0.85,0.559952995,32.08294335
267,396,194,190469,211464,0.90,0.449381489,25.74766271
482,163,352,134989,157132,0.86,0.537326292,30.78652873
